Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S01211,"Oakmont, MT",WEST,13,10915526.0,1.077345e+07,9.89,-1.3,120282.0,,,-2.0,-0.8,1.3,Well-Calibrated,Growth
S01507,"Oakcrest, MO",WEST,13,15055953.0,1.4860219e+07,7.31,-1.3,109146.0,,,0.2,-2.3,1.3,Well-Calibrated,Neutral
S00055,"Northshire, KY",SOUTH,13,7904982.0,8.00657e+06,5.1,1.29,40489.0,,,-0.1,2.2,1.29,Well-Calibrated,Maintain
S01420,"Bluecamp, MA",NORTH,13,7038609.0,6.947913e+06,8.0,-1.29,45039.0,,,0.6,-2.5,1.29,Well-Calibrated,Neutral
S00795,"Blackhaven, AL",SOUTH,13,39305096.0,3.8797264e+07,7.02,-1.29,250726.0,,,-2.1,-0.7,1.29,Well-Calibrated,High Growth
S00380,"Galkeep, FL",SOUTH,13,16891430.0,1.6673292e+07,4.85,-1.29,75704.0,,,-0.3,-1.9,1.29,Well-Calibrated,Growth
S00178,"Eaglecross, TX",WEST,13,5592934.0,5.520526e+06,10.02,-1.29,53258.0,,,-2.0,-0.8,1.29,Well-Calibrated,Growth
S01251,"Riverford, WV",NORTH,13,10162348.0,1.0032502e+07,6.08,-1.28,59399.0,,,-0.8,-1.6,1.28,Well-Calibrated,Defend
S01203,"Southhollow, MA",NORTH,13,16713134.0,1.6927294e+07,5.2,1.28,81787.0,,,1.5,1.1,1.28,Well-Calibrated,Defend
S01081,"Stormmont, AL",SOUTH,13,23734197.0,2.3430364e+07,3.93,-1.28,88311.0,,,-1.0,-1.4,1.28,Well-Calibrated,Neutral
S00628,"Copperford, CO",WEST,13,13804672.0,1.3628524e+07,5.5,-1.28,75690.0,,,-1.9,-0.8,1.28,Well-Calibrated,High Growth
S00732,"Stonemark, ME",NORTH,13,3157318.0,3.1977e+06,6.74,1.28,20369.0,,,3.2,0.0,1.28,Well-Calibrated,Maintain
S00132,"Oaksprings, TN",SOUTH,13,11825919.0,1.1674635e+07,4.84,-1.28,59944.0,,,1.1,-2.9,1.28,Well-Calibrated,Growth
S01623,"Wolfcourt, NC",SOUTH,13,4443487.0,4.386879e+06,6.35,-1.27,29434.0,,,1.6,-3.1,1.27,Well-Calibrated,High Growth
S01062,"Crystalcliff, OH",NORTH,13,9408078.0,9.288525e+06,6.07,-1.27,49460.0,,,-1.5,-1.1,1.27,Well-Calibrated,Maintain
S01667,"Vancrest, TX",WEST,13,55832006.0,5.6538296e+07,7.18,1.27,356323.0,,,2.2,0.6,1.27,Well-Calibrated,Defend
S01626,"Westmark, MS",SOUTH,13,7674712.0,7.576876e+06,5.09,-1.27,40246.0,,,-0.3,-1.9,1.27,Well-Calibrated,High Growth
S00224,"Highcove, OH",NORTH,13,5255941.0,5.322216e+06,5.53,1.26,30864.0,,,1.2,1.3,1.26,Well-Calibrated,Defend
S01371,"Lakegrove, TN",SOUTH,13,12645745.0,1.2486886e+07,5.56,-1.26,72076.0,,,-5.1,1.6,1.26,Well-Calibrated,Growth
S01059,"Pineridge, IN",NORTH,13,11091539.0,1.0951729e+07,6.12,-1.26,68403.0,,,-1.3,-1.2,1.26,Well-Calibrated,Maintain
S00406,"Stonewatch, ID",WEST,13,9397128.0,9.278453e+06,9.16,-1.26,72366.0,,,4.4,-4.9,1.26,Well-Calibrated,High Growth
S00044,"Oakfield, VA",NORTH,13,9197611.0,9.081457e+06,5.41,-1.26,53202.0,,,-3.7,0.5,1.26,Well-Calibrated,Growth
S01563,"Eastplains, PA",NORTH,13,2188737.0,2.216359e+06,6.53,1.26,14073.0,,,-2.5,4.2,1.26,Well-Calibrated,Defend
S01222,"Northvalley, TX",SOUTH,13,4192855.0,4.139904e+06,9.12,-1.26,35093.0,,,-1.5,-1.1,1.26,Well-Calibrated,High Growth
S00525,"Blueharbor, TX",WEST,13,22917528.0,2.2630346e+07,7.07,-1.25,155258.0,,,-2.1,-0.7,1.25,Well-Calibrated,High Growth
S00500,"Sunmesa, OH",NORTH,13,7795129.0,7.697768e+06,4.99,-1.25,40413.0,,,-1.2,-1.3,1.25,Well-Calibrated,Maintain
S01613,"Graygate, GA",SOUTH,13,3844112.0,3.89217e+06,4.73,1.25,19580.0,,,3.5,-0.2,1.25,Well-Calibrated,High Growth
S01469,"Eagleport, CO",WEST,13,5727203.0,5.655514e+06,5.42,-1.25,33478.0,,,-1.5,-1.1,1.25,Well-Calibrated,High Growth
S00880,"Highisle, AZ",WEST,13,37128988.0,3.7594064e+07,8.59,1.25,281381.0,,,-2.5,3.8,1.25,Well-Calibrated,Maintain
S00600,"Grayplains, NC",SOUTH,13,5139759.0,5.07531e+06,5.86,-1.25,31161.0,,,0.0,-2.1,1.25,Well-Calibrated,Neutral
S00103,"Shadowshire, TX",SOUTH,13,4819655.0,4.879916e+06,5.77,1.25,26204.0,,,2.7,0.4,1.25,Well-Calibrated,High Growth
S01286,"Eaglemark, MI",NORTH,13,5381856.0,5.315315e+06,10.99,-1.24,66687.0,,,3.6,-4.3,1.24,Well-Calibrated,Maintain
S01027,"Royalsprings, NC",SOUTH,13,9447423.0,9.330392e+06,6.51,-1.24,58553.0,,,0.4,-2.3,1.24,Well-Calibrated,Neutral
S01503,"Highmont, TN",SOUTH,13,5751103.0,5.822562e+06,7.23,1.24,33929.0,,,1.0,1.4,1.24,Well-Calibrated,Defend
S01468,"Silverview, TX",WEST,13,4498430.0,4.442834e+06,5.84,-1.24,24245.0,,,0.0,-2.1,1.24,Well-Calibrated,Neutral
S01659,"Greenport, TX",SOUTH,13,17230021.0,1.7016888e+07,7.43,-1.24,147662.0,,,-1.8,-0.8,1.24,Well-Calibrated,Growth
S01009,"Sagemere, TN",SOUTH,13,31708129.0,3.210198e+07,3.56,1.24,119995.0,,,-1.1,2.9,1.24,Well-Calibrated,Growth
S00756,"Foxjunction, OH",NORTH,13,12502801.0,1.2657881e+07,5.84,1.24,76477.0,,,-1.1,3.0,1.24,Well-Calibrated,Neutral
S00489,"Starmark, IN",NORTH,13,4923317.0,4.862972e+06,6.71,-1.23,33966.0,,,0.0,-2.1,1.23,Well-Calibrated,Maintain
S01057,"Pinebrook, VT",NORTH,13,46648104.0,4.607407e+07,7.05,-1.23,330982.0,,,-3.7,0.6,1.23,Well-Calibrated,Neutral
S01538,"Sunreach, TX",SOUTH,13,9137390.0,9.250222e+06,3.22,1.23,26277.0,,,1.0,1.4,1.23,Well-Calibrated,Growth
S00788,"Goldgate, MI",NORTH,13,3012164.0,3.04932e+06,6.78,1.23,22398.0,,,1.0,1.4,1.23,Well-Calibrated,Defend
S00339,"Northcove, DE",NORTH,13,8795193.0,8.687211e+06,5.61,-1.23,65809.0,,,0.8,-2.5,1.23,Well-Calibrated,High Growth
S00591,"Sagefall, WA",WEST,13,16774845.0,1.697974e+07,7.01,1.22,102578.0,,,6.0,-2.0,1.22,Well-Calibrated,Growth
S01398,"Stormvalley, SC",SOUTH,13,22311730.0,2.2038794e+07,7.07,-1.22,159434.0,,,1.6,-3.1,1.22,Well-Calibrated,High Growth
S00138,"Lowmont, MI",NORTH,13,6243556.0,6.167239e+06,8.73,-1.22,55963.0,,,-4.6,1.5,1.22,Well-Calibrated,Maintain
S00730,"Northford, VA",NORTH,13,7033520.0,6.947814e+06,4.82,-1.22,32709.0,,,-1.3,-1.2,1.22,Well-Calibrated,Growth
S01472,"Redside, NC",SOUTH,13,6575215.0,6.655204e+06,6.43,1.22,39316.0,,,4.9,-1.2,1.22,Well-Calibrated,Growth
S00804,"Blueford, FL",SOUTH,13,21081494.0,2.0823756e+07,5.81,-1.22,131170.0,,,2.2,-3.3,1.22,Well-Calibrated,Maintain
S00486,"Wolfcross, MI",NORTH,13,10219840.0,1.0095426e+07,6.7,-1.22,59446.0,,,-0.5,-1.7,1.22,Well-Calibrated,Defend
S00520,"Morgrove, NY",NORTH,13,9339942.0,9.225584e+06,8.29,-1.22,72810.0,,,-5.6,2.1,1.22,Well-Calibrated,Defend
S01378,"Highbrook, CA",WEST,13,5366746.0,5.301816e+06,11.83,-1.21,63023.0,,,5.1,-5.0,1.21,Well-Calibrated,Defend
S01609,"Goldjunction, VT",NORTH,13,7747476.0,7.841589e+06,4.59,1.21,33130.0,,,1.2,1.2,1.21,Well-Calibrated,Neutral
S00241,"Southdale, AZ",WEST,13,10353702.0,1.0478516e+07,7.01,1.21,69419.0,,,-0.2,2.1,1.21,Well-Calibrated,Maintain
S00376,"Highwatch, AZ",WEST,13,3961799.0,4.009615e+06,10.29,1.21,39885.0,,,-4.1,4.6,1.21,Well-Calibrated,Defend
S00716,"Lowpoint, FL",SOUTH,13,7595865.0,7.504146e+06,7.85,-1.21,53837.0,,,-7.3,2.4,1.21,Well-Calibrated,Growth
S00531,"Brightdor, IL",NORTH,13,3892590.0,3.846051e+06,9.93,-1.2,37605.0,,,1.7,-3.0,1.2,Well-Calibrated,Neutral
S00930,"Goldgard, NY",NORTH,13,5536721.0,5.603158e+06,6.22,1.2,34076.0,,,-2.9,4.3,1.2,Well-Calibrated,Defend
S00142,"Wolfpoint, MI",NORTH,13,8339240.0,8.439559e+06,9.24,1.2,75499.0,,,-0.5,2.5,1.2,Well-Calibrated,Maintain
S00303,"Rivgard, KY",SOUTH,13,8853151.0,8.747986e+06,7.03,-1.19,59522.0,,,-2.1,-0.5,1.19,Well-Calibrated,Neutral
S00098,"Pinefield, IN",NORTH,13,2556219.0,2.52573e+06,9.48,-1.19,23423.0,,,0.0,-2.0,1.19,Well-Calibrated,Maintain
S00130,"Greenpoint, OH",NORTH,13,11521198.0,1.1658525e+07,5.56,1.19,70115.0,,,0.8,1.5,1.19,Well-Calibrated,Maintain
S00828,"Greendor, SC",SOUTH,13,7682936.0,7.591694e+06,6.35,-1.19,44756.0,,,-1.7,-0.8,1.19,Well-Calibrated,Growth
S00442,"Rivdor, TX",SOUTH,13,6426425.0,6.350041e+06,3.8,-1.19,23723.0,,,0.5,-2.2,1.19,Well-Calibrated,High Growth
S00468,"Oakgate, KY",SOUTH,13,12268839.0,1.2411966e+07,6.83,1.17,71575.0,,,-1.3,3.1,1.17,Well-Calibrated,Neutral
S00366,"Ironcove, GA",SOUTH,13,8340578.0,8.437889e+06,8.75,1.17,77237.0,,,2.8,0.0,1.17,Well-Calibrated,Growth
S00185,"Royalbay, TX",SOUTH,13,18826947.0,1.9047478e+07,6.74,1.17,128752.0,,,-0.3,2.2,1.17,Well-Calibrated,Defend
S00409,"Whitecamp, AR",WEST,13,12116988.0,1.2259205e+07,6.73,1.17,75549.0,,,1.1,1.2,1.17,Well-Calibrated,Maintain
S01304,"Ashvalley, OH",NORTH,13,12348834.0,1.220426e+07,7.17,-1.17,83211.0,,,1.0,-2.6,1.17,Well-Calibrated,Maintain
S01722,"Maplecamp, AR",WEST,13,4036790.0,4.08345e+06,4.91,1.16,19940.0,,,3.1,-0.1,1.16,Well-Calibrated,Maintain
S00243,"Bearcamp, WA",WEST,13,5881021.0,5.949185e+06,8.12,1.16,47227.0,,,4.4,-1.0,1.16,Well-Calibrated,Defend
S00557,"Brightsprings, NY",NORTH,13,2525521.0,2.554784e+06,5.99,1.16,15742.0,,,-0.2,2.2,1.16,Well-Calibrated,Maintain
S00686,"Cedarcross, OH",NORTH,13,7848253.0,7.938963e+06,8.96,1.16,69291.0,,,1.7,0.8,1.16,Well-Calibrated,Defend
S00680,"Coppermont, IN",NORTH,13,7950192.0,8.041658e+06,6.96,1.15,52727.0,,,-1.0,2.7,1.15,Well-Calibrated,Growth
S00749,"Morfield, TX",SOUTH,13,5389256.0,5.327337e+06,5.6,-1.15,32492.0,,,-1.6,-0.9,1.15,Well-Calibrated,Growth
S00163,"Foxvalley, MS",SOUTH,13,10383587.0,1.050285e+07,7.11,1.15,65176.0,,,1.6,0.8,1.15,Well-Calibrated,Maintain
S01187,"Westwood, VA",NORTH,13,3640594.0,3.599169e+06,4.9,-1.14,20750.0,,,-1.8,-0.7,1.14,Well-Calibrated,High Growth
S01542,"Wolfmesa, MO",WEST,13,5816767.0,5.883287e+06,6.21,1.14,32828.0,,,3.1,-0.2,1.14,Well-Calibrated,Maintain
S00868,"Northbay, NM",WEST,13,4109956.0,4.157014e+06,10.11,1.14,37586.0,,,1.8,0.7,1.14,Well-Calibrated,Maintain
S00684,"Crystalkeep, MS",SOUTH,13,14293406.0,1.4130228e+07,5.45,-1.14,77760.0,,,1.7,-2.9,1.14,Well-Calibrated,Growth
S00789,"Copperwood, AR",WEST,13,23170924.0,2.3434524e+07,4.38,1.14,94777.0,,,4.7,-1.1,1.14,Well-Calibrated,High Growth
S00910,"Eaglegrove, ID",WEST,13,7113277.0,7.031888e+06,6.93,-1.14,48731.0,,,-1.9,-0.6,1.14,Well-Calibrated,High Growth
S00584,"Pineport, TX",SOUTH,13,6016444.0,6.08427e+06,7.31,1.13,40727.0,,,-0.9,2.5,1.13,Well-Calibrated,Defend
S00697,"Bluepoint, SC",SOUTH,13,8543003.0,8.446303e+06,6.58,-1.13,60646.0,,,0.1,-2.0,1.13,Well-Calibrated,High Growth
S01135,"Froststrand, NJ",NORTH,13,8590194.0,8.493297e+06,6.01,-1.13,51760.0,,,-2.3,-0.3,1.13,Well-Calibrated,Defend
S00640,"Foxbrook, CO",WEST,13,37238588.0,3.681708e+07,6.7,-1.13,225070.0,,,0.5,-2.3,1.13,Well-Calibrated,High Growth
S01402,"Vanbend, MO",WEST,13,14763671.0,1.4930313e+07,6.99,1.13,104664.0,,,1.7,0.7,1.13,Well-Calibrated,Neutral
S01437,"Wolfsprings, NH",NORTH,12,12734910.0,1.2878852e+07,7.73,1.13,99474.0,,,-0.1,2.2,1.13,Well-Calibrated,Maintain
S00958,"Wolfford, NH",NORTH,12,5036965.0,5.093676e+06,8.36,1.13,43389.0,,,-0.6,2.6,1.13,Well-Calibrated,Defend
S00013,"Sageview, FL",SOUTH,13,9073984.0,8.972142e+06,6.53,-1.12,65087.0,,,-2.4,-0.3,1.12,Well-Calibrated,Growth
S01150,"Eastwood, HI",WEST,13,84670456.0,8.561583e+07,5.48,1.12,445061.0,,,1.9,0.6,1.12,Well-Calibrated,Neutral
S01720,"Ironcliff, CA",WEST,13,3036340.0,3.070298e+06,9.27,1.12,26283.0,,,4.4,-0.9,1.12,Well-Calibrated,Maintain
S00197,"Stormdor, FL",SOUTH,13,3518874.0,3.479554e+06,4.96,-1.12,15687.0,,,3.1,-3.6,1.12,Well-Calibrated,Growth
S01049,"Morcove, KY",SOUTH,13,18314670.0,1.8517586e+07,7.28,1.11,123374.0,,,1.1,1.1,1.11,Well-Calibrated,Neutral
S00264,"Clearplains, IN",NORTH,13,6410377.0,6.481674e+06,7.12,1.11,44192.0,,,0.5,1.5,1.11,Well-Calibrated,Neutral
S01133,"Graycourt, VA",NORTH,13,19401109.0,1.9186128e+07,3.82,-1.11,73253.0,,,-0.5,-1.5,1.11,Well-Calibrated,Neutral
S00866,"Eaglewatch, SC",SOUTH,13,10710787.0,1.0829761e+07,6.27,1.11,71687.0,,,3.0,-0.1,1.11,Well-Calibrated,Growth
S01607,"Stargate, TX",SOUTH,13,17978544.0,1.7779712e+07,6.59,-1.11,116917.0,,,0.5,-2.2,1.11,Well-Calibrated,High Growth
S00625,"Morhold, NC",SOUTH,13,18550965.0,1.8345556e+07,5.13,-1.11,101900.0,,,-0.1,-1.8,1.11,Well-Calibrated,High Growth
S00344,"Cedarheights, TX",WEST,13,7512302.0,7.429382e+06,6.27,-1.1,41966.0,,,-0.7,-1.4,1.1,Well-Calibrated,Neutral
S01149,"Oakview, TX",WEST,13,19828450.0,1.9610896e+07,7.12,-1.1,142209.0,,,1.2,-2.6,1.1,Well-Calibrated,Growth
S00694,"Greengate, OK",WEST,13,9514998.0,9.619695e+06,9.28,1.1,98824.0,,,-2.6,3.7,1.1,Well-Calibrated,Neutral
S00015,"Foxmont, NC",SOUTH,13,16585081.0,1.6402425e+07,7.22,-1.1,120399.0,,,1.1,-2.5,1.1,Well-Calibrated,Growth
S01205,"Blackcourt, CT",NORTH,13,4524827.0,4.475166e+06,4.87,-1.1,24360.0,,,-3.5,0.6,1.1,Well-Calibrated,Defend
S00249,"Wolfharbor, CA",WEST,13,29157940.0,2.9476222e+07,7.1,1.09,194870.0,,,-0.2,1.9,1.09,Well-Calibrated,Defend
S01702,"Highvalley, NJ",NORTH,13,26644382.0,2.635529e+07,6.89,-1.09,170201.0,,,0.9,-2.4,1.09,Well-Calibrated,Maintain
S00545,"Brightcourt, MI",NORTH,13,28133280.0,2.8439596e+07,7.53,1.09,197839.0,,,-0.6,2.5,1.09,Well-Calibrated,Defend
S00691,"Silverhold, NY",NORTH,13,6421754.0,6.35246e+06,6.59,-1.08,35604.0,,,-1.3,-0.9,1.08,Well-Calibrated,Maintain
S01163,"Oakrock, ID",WEST,13,5348118.0,5.290219e+06,9.55,-1.08,52935.0,,,-1.6,-0.7,1.08,Well-Calibrated,High Growth
S01268,"Highkeep, MO",WEST,13,12083115.0,1.2214184e+07,6.41,1.08,73321.0,,,2.5,0.2,1.08,Well-Calibrated,Neutral
S01495,"Copperrock, NC",SOUTH,13,19539589.0,1.9327668e+07,5.59,-1.08,108425.0,,,0.5,-2.1,1.08,Well-Calibrated,High Growth
S01639,"Frostmont, VA",NORTH,13,17636490.0,1.7446738e+07,6.02,-1.08,100881.0,,,-0.7,-1.3,1.08,Well-Calibrated,Growth
S01679,"Starhollow, VA",NORTH,13,13596415.0,1.3450864e+07,5.69,-1.07,80534.0,,,-0.3,-1.6,1.07,Well-Calibrated,High Growth
S00951,"Clearmont, NC",SOUTH,13,23377311.0,2.31269e+07,6.67,-1.07,148020.0,,,0.7,-2.2,1.07,Well-Calibrated,Growth
S00702,"Crystalhaven, GA",SOUTH,13,6121156.0,6.055732e+06,6.25,-1.07,40390.0,,,0.5,-2.1,1.07,Well-Calibrated,Neutral
S01259,"Royalshire, VA",NORTH,13,9053611.0,8.956573e+06,7.58,-1.07,66042.0,,,3.2,-3.8,1.07,Well-Calibrated,Maintain
S01654,"Shadowfield, OH",NORTH,13,5555654.0,5.496467e+06,8.56,-1.07,44960.0,,,3.6,-4.1,1.07,Well-Calibrated,Defend
S00613,"Rivershire, SC",SOUTH,13,62639148.0,6.1971212e+07,4.92,-1.07,272471.0,,,-0.0,-1.8,1.07,Well-Calibrated,High Growth
S00717,"Ironvalley, MD",NORTH,13,5724041.0,5.663566e+06,5.83,-1.06,36005.0,,,-4.0,1.0,1.06,Well-Calibrated,Defend
S00848,"Copperrun, GA",SOUTH,13,15666753.0,1.5500381e+07,4.68,-1.06,72667.0,,,1.6,-2.7,1.06,Well-Calibrated,Neutral
S00297,"Wolfview, VA",NORTH,13,7494564.0,7.415046e+06,5.86,-1.06,40818.0,,,0.6,-2.1,1.06,Well-Calibrated,Maintain
S01577,"Ashheights, MI",NORTH,13,12037470.0,1.1910442e+07,7.34,-1.06,91305.0,,,2.0,-3.0,1.06,Well-Calibrated,Maintain
S00820,"Westcourt, VA",NORTH,13,23253346.0,2.3006628e+07,4.18,-1.06,110459.0,,,-2.1,-0.3,1.06,Well-Calibrated,Neutral
S01106,"Vanjunction, FL",SOUTH,13,14138490.0,1.3989818e+07,4.51,-1.05,65153.0,,,-1.4,-0.8,1.05,Well-Calibrated,High Growth
S00763,"Stonecourt, MI",NORTH,13,23610180.0,2.385864e+07,11.76,1.05,259670.0,,,-5.9,6.5,1.05,Well-Calibrated,Defend
S00829,"Granitetown, TX",SOUTH,13,5200259.0,5.25507e+06,7.23,1.05,37345.0,,,0.6,1.3,1.05,Well-Calibrated,Growth
S00318,"Winport, SC",SOUTH,13,16691739.0,1.6515852e+07,7.36,-1.05,120022.0,,,1.0,-2.4,1.05,Well-Calibrated,Neutral
S01295,"Northcamp, CO",WEST,13,3175931.0,3.209347e+06,8.16,1.05,27527.0,,,5.8,-1.8,1.05,Well-Calibrated,Growth
S01266,"Copperridge, NY",NORTH,13,26196350.0,2.5920144e+07,5.84,-1.05,149661.0,,,-2.0,-0.3,1.05,Well-Calibrated,Defend
S01073,"Ironrock6, NC",SOUTH,13,20369989.0,2.0159074e+07,4.49,-1.04,79462.0,,,0.0,-1.7,1.04,Well-Calibrated,Growth
S01543,"Rivbend, PA",NORTH,13,3743659.0,3.782596e+06,8.15,1.04,33841.0,,,-2.0,3.2,1.04,Well-Calibrated,Defend
S00144,"Weststrand, OK",WEST,13,9053244.0,8.959421e+06,7.05,-1.04,64931.0,,,-2.3,-0.2,1.04,Well-Calibrated,Maintain
S01292,"Southrock, IN",NORTH,13,3154261.0,3.187165e+06,6.68,1.04,18304.0,,,-0.5,2.2,1.04,Well-Calibrated,Defend
S00450,"Stormgate, DE",NORTH,13,21451753.0,2.1227732e+07,7.58,-1.04,146192.0,,,3.2,-3.8,1.04,Well-Calibrated,Growth
S01387,"Morplains, AZ",WEST,13,30305345.0,2.9991248e+07,5.98,-1.04,182252.0,,,-5.0,1.1,1.04,Well-Calibrated,Growth
S00336,"Ashmont, AL",SOUTH,13,6935344.0,6.86393e+06,4.85,-1.03,32948.0,,,0.7,-2.1,1.03,Well-Calibrated,Neutral
S01671,"Bluefield, MI",NORTH,13,14663512.0,1.4815039e+07,8.54,1.03,105701.0,,,5.9,-2.1,1.03,Well-Calibrated,Neutral
S00939,"Crystalmark, NC",SOUTH,13,2878570.0,2.848948e+06,7.16,-1.03,20710.0,,,-0.7,-1.3,1.03,Well-Calibrated,Growth
S00850,"Lowjunction, FL",SOUTH,13,2191079.0,2.168593e+06,7.9,-1.03,17568.0,,,-0.4,-1.4,1.03,Well-Calibrated,Growth
S00438,"Eaglecrest, CA",WEST,13,3808565.0,3.769457e+06,7.31,-1.03,30070.0,,,-1.2,-0.9,1.03,Well-Calibrated,Neutral
S00841,"Moonmere, OH",NORTH,13,10587397.0,1.0696665e+07,5.77,1.03,56497.0,,,2.7,-0.1,1.03,Well-Calibrated,Growth
S00265,"Rivvalley, LA",SOUTH,13,5838775.0,5.778747e+06,7.36,-1.03,37836.0,,,2.4,-3.1,1.03,Well-Calibrated,Growth
S00621,"Galstrand, IL",NORTH,13,21752528.0,2.197658e+07,9.76,1.03,190919.0,,,3.6,-0.7,1.03,Well-Calibrated,Neutral
S00632,"Northtown, NC",NORTH,13,13422037.0,1.3283969e+07,6.03,-1.03,82924.0,,,1.4,-2.6,1.03,Well-Calibrated,Growth
S00359,"Southbrook, MN",WEST,13,2733035.0,2.760877e+06,11.7,1.02,37607.0,,,3.2,-0.4,1.02,Well-Calibrated,Defend
S00101,"Foxbend, TX",SOUTH,13,2849131.0,2.878164e+06,4.85,1.02,14737.0,,,-0.8,2.2,1.02,Well-Calibrated,Maintain
S00656,"Pinemont, TN",SOUTH,13,4952722.0,5.003112e+06,4.14,1.02,20458.0,,,1.2,0.9,1.02,Well-Calibrated,Neutral
S00669,"Galcrest, SC",SOUTH,13,17959773.0,1.7777366e+07,7.76,-1.02,117109.0,,,-0.3,-1.5,1.02,Well-Calibrated,Growth
S01681,"Vanport, NJ",NORTH,13,12086473.0,1.1963491e+07,6.26,-1.02,69960.0,,,-0.1,-1.7,1.02,Well-Calibrated,Maintain
S01170,"Vanhaven, FL",SOUTH,13,16114869.0,1.6280008e+07,5.22,1.02,76879.0,,,2.6,-0.0,1.02,Well-Calibrated,High Growth
S00070,"Lakereach, NH",NORTH,12,6715894.0,6.78409e+06,10.53,1.02,72141.0,,,-0.3,2.1,1.02,Well-Calibrated,Defend
S00322,"Stormview, FL",SOUTH,13,21346524.0,2.1564956e+07,8.29,1.02,152347.0,,,6.8,-2.6,1.02,Well-Calibrated,Neutral
S01082,"Riverfield, CT",NORTH,13,5436072.0,5.491396e+06,6.85,1.02,32905.0,,,-1.3,2.7,1.02,Well-Calibrated,Defend
S01252,"Winrun, TX",WEST,13,31049549.0,3.073171e+07,4.82,-1.02,155272.0,,,-0.4,-1.4,1.02,Well-Calibrated,Growth
S01172,"Vanreach, FL",SOUTH,13,9741875.0,9.840187e+06,6.06,1.01,61520.0,,,1.5,0.7,1.01,Well-Calibrated,Growth
S01489,"Bearreach, VA",NORTH,13,3674890.0,3.6376e+06,6.61,-1.01,27042.0,,,3.5,-3.8,1.01,Well-Calibrated,Neutral
S00639,"Blackcrest, VA",NORTH,13,20871107.0,2.0661262e+07,10.14,-1.01,240736.0,,,1.5,-2.6,1.01,Well-Calibrated,Growth
S01634,"Whitegrove, TN",SOUTH,13,6375539.0,6.310902e+06,6.18,-1.01,37593.0,,,-1.7,-0.6,1.01,Well-Calibrated,Neutral
S00453,"Frostcross, ME",NORTH,13,17474754.0,1.7650912e+07,9.17,1.01,152042.0,,,-0.8,2.4,1.01,Well-Calibrated,Maintain
S01279,"Vankeep, TN",SOUTH,13,10802775.0,1.0694552e+07,5.85,-1.0,74898.0,,,-0.7,-1.2,1.0,Well-Calibrated,Growth
S01451,"Wolfwatch, NC",SOUTH,13,4408713.0,4.364446e+06,4.43,-1.0,23290.0,,,-0.6,-1.3,1.0,Well-Calibrated,Maintain
S01372,"Copperdor, FL",SOUTH,13,4750801.0,4.70333e+06,6.58,-1.0,27617.0,,,-1.0,-1.0,1.0,Well-Calibrated,Growth
S00499,"Sagesprings, VA",NORTH,13,6493167.0,6.55818e+06,9.58,1.0,63003.0,,,-3.2,4.4,1.0,Well-Calibrated,Maintain
S00949,"Maplereach, PA",NORTH,13,17518201.0,1.7343056e+07,6.23,-1.0,112379.0,,,-3.1,0.5,1.0,Well-Calibrated,Defend
S01010,"Redshire, AZ",WEST,13,9678486.0,9.581486e+06,5.76,-1.0,49361.0,,,-2.2,-0.3,1.0,Well-Calibrated,Maintain
S01637,"Oakharbor, VA",NORTH,13,10459964.0,1.0356218e+07,6.98,-0.99,78176.0,,,1.6,-2.7,0.99,Well-Calibrated,Maintain
S00812,"Bluehollow, FL",SOUTH,13,3987104.0,3.94772e+06,5.21,-0.99,22708.0,,,2.3,-2.9,0.99,Well-Calibrated,Growth
S00355,"Blackisle, VA",NORTH,13,2625767.0,2.599846e+06,6.53,-0.99,17206.0,,,-4.7,1.7,0.99,Well-Calibrated,Growth
S00204,"Graniteside, TX",SOUTH,13,13671378.0,1.3805744e+07,6.62,0.98,88665.0,,,2.8,-0.2,0.98,Well-Calibrated,Growth
S01102,"Moonbend, NV",WEST,13,24692752.0,2.4449672e+07,5.84,-0.98,166306.0,,,-4.9,1.6,0.98,Well-Calibrated,Neutral
S01622,"Silverford, PA",NORTH,13,5141852.0,5.192146e+06,6.19,0.98,30080.0,,,1.0,1.0,0.98,Well-Calibrated,Maintain
S00778,"Cedarcrest, CA",WEST,13,35519492.0,3.5170332e+07,6.97,-0.98,311790.0,,,-0.0,-1.6,0.98,Well-Calibrated,Defend
S01310,"Shadowrock, MI",NORTH,13,7810019.0,7.886281e+06,8.28,0.98,67490.0,,,-3.8,4.7,0.98,Well-Calibrated,Maintain
S00129,"Clearwatch, TX",WEST,13,8331098.0,8.249664e+06,5.89,-0.98,47178.0,,,0.3,-1.8,0.98,Well-Calibrated,Neutral
S00768,"Ashview, IN",NORTH,13,5868147.0,5.810974e+06,5.03,-0.97,28597.0,,,-1.4,-0.7,0.97,Well-Calibrated,Maintain
S00228,"Blacksprings, OH",NORTH,13,11638359.0,1.1525072e+07,6.07,-0.97,72416.0,,,-3.1,0.6,0.97,Well-Calibrated,Defend
S01485,"Eastdor, FL",SOUTH,13,17878235.0,1.8051356e+07,9.96,0.97,167410.0,,,0.8,1.1,0.97,Well-Calibrated,Neutral
S01714,"Sagedale, SC",SOUTH,13,30166583.0,2.9873132e+07,5.35,-0.97,183168.0,,,0.1,-1.7,0.97,Well-Calibrated,Neutral
